id,county,constituency_code,constituency,constituency_name,office_location,landmark,distance_from_landmark,clean_office_location,direction_type,direction_landmark,direction_distance,landmark_type,landmark_subtype,geocode_queries,geocode_query,latitude,longitude,geocode_method,geocode_confidence,accuracy_meters,formatted_address,successful_geocode_query,total_queries_tried,geocode_status,source,verified,notes,result_type,importance_score,geom,created_at,updated_at,verified_latitude,verified_longitude,verified_at,verifier_id,verification_source,contributor_image_url,confidence_score,created_from_contribution_id,image_url,submission_source,submission_method,verified_by,linked_contribution_ids,elevation_meters,isochrone_15min,isochrone_30min,isochrone_45min,landmark_normalized,landmark_source,walking_effort,geocode_verified,geocode_verified_at,multi_source_confidence
170,NAKURU,170,KURESOI SOUTH,KURESOI SOUTH,Keringet centre- Keringet Mall,Keringet Centre,200,Keringet - Keringet Mall,,,,Building,,"[""Keringet centre- Keringet Mall opposite Keringet Centre, KURESOI SOUTH, NAKURU, Kenya"", ""Keringet Centre, KURESOI SOUTH, NAKURU, Kenya"", ""IEBC KURESOI SOUTH office, NAKURU, Kenya"", ""Keringet centre- Keringet Mall, KURESOI SOUTH, NAKURU, Kenya"", ""KURESOI SOUTH IEBC office, NAKURU County, Kenya"", ""KURESOI SOUTH Town, NAKURU, Kenya""]",,-0.3,35.7167,constituency_center_offset,0.4,500,"Kuresoi South Constituency Center, Nakuru",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched KURESOI SOUTH to KURESOI SOUTH (Score 100).,,,0101000020E610000088855AD3BCDB4140333333333333D3BF,2026-02-27 00:02:23.92452+00,2026-03-12 20:09:33.138296+00,,,,,,,,,,,,,,,,,,Keringet Centre,PDF,moderate,false,,
260,MIGORI,260,KURIA EAST,KURIA EAST,Kegonga Town,DCC Office Kuria East,,Kegonga,,,,Building,,"[""Kegonga Town opposite DCC Office Kuria East, KURIA EAST, MIGORI, Kenya"", ""DCC Office Kuria East, KURIA EAST, MIGORI, Kenya"", ""IEBC KURIA EAST office, MIGORI, Kenya"", ""Kegonga Town, KURIA EAST, MIGORI, Kenya"", ""KURIA EAST IEBC office, MIGORI County, Kenya"", ""KURIA EAST Town, MIGORI, Kenya""]","DCC Office Kuria East, KURIA EAST, MIGORI, Kenya",-1.15,34.5667,tomtom,0.355555555555556,500,"Kapa Oil,Old Mombasa Road,Machakos,East Kenya,74416","DCC Office Kuria East, KURIA EAST, MIGORI, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched KURIA EAST to KURIA EAST (Score 100).,single_source,0.355555555555556,0101000020E6100000545227A089484140666666666666F2BF,2026-02-27 00:02:46.997301+00,2026-03-12 17:55:40.109062+00,,,,,,,35,,,,,,,,,,,Dcc Office Kuria East,PDF,moderate,false,,0.355555555555556
259,MIGORI,259,KURIA WEST,KURIA WEST,Kehancha Town,Kehancha Law Courts,,Kehancha,,,,Building,,"[""Kehancha Town opposite Kehancha Law Courts, KURIA WEST, MIGORI, Kenya"", ""Kehancha Law Courts, KURIA WEST, MIGORI, Kenya"", ""IEBC KURIA WEST office, MIGORI, Kenya"", ""Kehancha Town, KURIA WEST, MIGORI, Kenya"", ""KURIA WEST IEBC office, MIGORI County, Kenya"", ""KURIA WEST Town, MIGORI, Kenya""]",,-1.0833,34.5333,multi_source_consensus,0.3,500,Migori County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched KURIA WEST to KURIA WEST (Score 100).,,,0101000020E6100000787AA52C43444140DA1B7C613255F1BF,2026-02-26 23:53:42.720437+00,2026-03-13 02:19:07.893902+00,,,,,,,,,,,,,,,,,,Kehancha Law Courts,PDF,moderate,true,2026-03-12 02:46:15.393839+00,0.78
136,TRANS NZOIA,136,KWANZA,KWANZA,KFA Building kitale town,KFA Building,,KFA kitale,,,,Building,,"[""KFA Building kitale town opposite KFA Building, KWANZA, TRANS NZOIA, Kenya"", ""KFA Building, KWANZA, TRANS NZOIA, Kenya"", ""IEBC KWANZA office, TRANS NZOIA, Kenya"", ""KFA Building kitale town, KWANZA, TRANS NZOIA, Kenya"", ""KWANZA IEBC office, TRANS NZOIA County, Kenya"", ""KWANZA Town, TRANS NZOIA, Kenya""]","KFA Building kitale town opposite KFA Building on the main road, KWANZA, TRANS NZOIA, Kenya",1.1833,35.0067,provider_refined:locationiq,0.333333333333333,500,"Park Ridge,Maine Township,Illinois,60068,United States Of America","KFA Building kitale town opposite KFA Building on the main road, KWANZA, TRANS NZOIA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched KWANZA to KWANZA (Score 100).,single_source,0.333333333333333,0101000020E61000000D71AC8BDB80414074B515FBCBEEF23F,2026-02-27 00:02:55.142908+00,2026-03-12 17:58:51.822875+00,,,,,,,33,,,,,,,,,,,Kfa Building,PDF,moderate,false,,0.333333333333333
44,MANDERA,44,LAFEY,LAFEY,Lafey Town,Next to Lafey Primary School,100,Lafey,,,,Building,,"[""Lafey Town opposite Next to Lafey Primary School, LAFEY, MANDERA, Kenya"", ""Next to Lafey Primary School, LAFEY, MANDERA, Kenya"", ""IEBC LAFEY office, MANDERA, Kenya"", ""Lafey Town, LAFEY, MANDERA, Kenya"", ""LAFEY IEBC office, MANDERA County, Kenya"", ""LAFEY Town, MANDERA, Kenya""]",,2.85,40.4,multi_source_consensus,0.5,500,"Lafey, Mandera, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LAFEY to LAFEY (Score 100).,,,0101000020E61000003333333333334440CDCCCCCCCCCC0640,2026-02-26 23:47:57.439703+00,2026-03-12 19:25:39.09076+00,,,,,,,,,,,,,,,,,,Next To Lafey Primary School,PDF,moderate,true,2026-03-12 02:15:15.31466+00,0.78
29,GARISSA,29,LAGDERA,LAGDERA,"Modogashe Town, Opposite Police Station",Opposite Police Station,,Garissa-Modogashe Road,opposite,Police Station,,station,,"[""LAGDERA IEBC office GARISSA county Kenya"", ""Modogashe Town, Opposite Police Station, LAGDERA, GARISSA County, Kenya"", ""Modogashe Town, Opposite Police Station Opposite Police Station, GARISSA County, Kenya"", ""Opposite Police Station, LAGDERA, GARISSA County, Kenya"", ""Modogashe , Opposite Police Station, GARISSA County, Kenya"", ""LAGDERA Town, GARISSA County, Kenya""]","Modogashe Town, Opposite Police Station, LAGDERA, GARISSA County, Kenya",-0.37918,39.71249,multi_source_crossvalidated,0.78,500,Garissa-Modogashe Road,"Modogashe Town, Opposite Police Station, LAGDERA, GARISSA County, Kenya",6,resolved,multi_source_v8_ham,true,Consensus from 1 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E6100000105D50DF32DB4340A306D3307C44D8BF,2026-02-26 23:47:36.720694+00,2026-03-12 20:13:00.02846+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Opposite Police Station,PDF,moderate,true,2026-03-12 19:36:28.544552+00,0.78
164,LAIKIPIA,164,LAIKIPIA EAST,LAIKIPIA EAST,Laikipia County Commissioners,County Commissioner's Office,,Laikipia County Commissioners,,,,Building,,"[""Laikipia County Commissioners opposite County Commissioner's Office, LAIKIPIA EAST, LAIKIPIA, Kenya"", ""County Commissioner's Office, LAIKIPIA EAST, LAIKIPIA, Kenya"", ""IEBC LAIKIPIA EAST office, LAIKIPIA, Kenya"", ""Laikipia County Commissioners, LAIKIPIA EAST, LAIKIPIA, Kenya"", ""LAIKIPIA EAST IEBC office, LAIKIPIA County, Kenya"", ""LAIKIPIA EAST Town, LAIKIPIA, Kenya""]","Laikipia County Commissioners, LAIKIPIA County, Kenya",0.16167,36.33527,multi_source_crossvalidated_v8,0.78,500,"County Commissioner's office, Tana River, Coast, Kenya","Laikipia County Commissioners, LAIKIPIA County, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LAIKIPIA EAST to LAIKIPIA EAST (Score 100).,,,0101000020E61000003BAA9A20EA2A4240E1455F419AB1C43F,2026-02-26 22:50:49.003735+00,2026-03-12 19:32:09.898852+00,,,,,,,78,,,,,,,,,,,County Commissioner'S Office,PDF,moderate,true,2026-03-12 02:32:42.681113+00,0.78
165,LAIKIPIA,165,LAIKIPIA NORTH,LAIKIPIA NORTH,Doldol Catholic Parish Compound,Doldol Catholic Church,,Doldol Catholic Parish Compound,,,,Building,,"[""Doldol Catholic Parish Compound opposite Doldol Catholic Church, LAIKIPIA NORTH, LAIKIPIA, Kenya"", ""Doldol Catholic Church, LAIKIPIA NORTH, LAIKIPIA, Kenya"", ""IEBC LAIKIPIA NORTH office, LAIKIPIA, Kenya"", ""Doldol Catholic Parish Compound, LAIKIPIA NORTH, LAIKIPIA, Kenya"", ""LAIKIPIA NORTH IEBC office, LAIKIPIA County, Kenya"", ""LAIKIPIA NORTH Town, LAIKIPIA, Kenya""]","Doldol Catholic Parish Compound opposite Doldol Catholic Church on the main road, LAIKIPIA NORTH, LAIKIPIA, Kenya",0.16167,36.33527,multi_source_consensus,0.3625,500,"North Main Street,Acadia Parish,Church Point,Louisiana,70525,United States Of America","Doldol Catholic Parish Compound opposite Doldol Catholic Church on the main road, LAIKIPIA NORTH, LAIKIPIA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LAIKIPIA NORTH to LAIKIPIA NORTH (Score 100).,single_source,0.3625,0101000020E61000003BAA9A20EA2A4240E1455F419AB1C43F,2026-02-27 00:02:23.403729+00,2026-03-12 17:47:56.693751+00,,,,,,,36,,,,,,,,,,,Doldol Catholic Church,PDF,moderate,true,2026-03-12 02:32:53.355484+00,0.3625
163,LAIKIPIA,163,LAIKIPIA WEST,LAIKIPIA WEST,Telkom Building Nyahururu Town,Nyahururu Law Courts,20,Telkom Nyahururu,,,,Building,,"[""Telkom Building Nyahururu Town opposite Nyahururu Law Courts, LAIKIPIA WEST, LAIKIPIA, Kenya"", ""Nyahururu Law Courts, LAIKIPIA WEST, LAIKIPIA, Kenya"", ""IEBC LAIKIPIA WEST office, LAIKIPIA, Kenya"", ""Telkom Building Nyahururu Town, LAIKIPIA WEST, LAIKIPIA, Kenya"", ""LAIKIPIA WEST IEBC office, LAIKIPIA County, Kenya"", ""LAIKIPIA WEST Town, LAIKIPIA, Kenya""]","IEBC LAIKIPIA WEST office, LAIKIPIA, Kenya",0.61889,36.44729,cross_validated,0.405263157894737,500,"Kenya National Bureau of Statistics,Kapenguria Office Road,West Pokot","IEBC LAIKIPIA WEST office, LAIKIPIA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LAIKIPIA WEST to LAIKIPIA WEST (Score 100).,single_source,0.405263157894737,0101000020E6100000F7E978CC403942403D49BA66F2CDE33F,2026-02-26 23:50:55.696901+00,2026-03-12 17:47:09.021543+00,,,,,,,40,,,,,,,,,,,Nyahururu Law Courts,PDF,moderate,false,,0.405263157894737
455,Laikipia,163,LAIKIPIA WEST,,IEBC Office Nyahururu Town,Near Nyahururu Law Courts (50 m),,,,,,,,,,0.0395125,36.3644388,,,,,,,,,true,,,,0101000020E61000005EB23BEEA52E424097FF907EFB3AA43F,2026-03-13 12:56:56.400725+00,2026-03-13 12:56:56.400725+00,,,2026-03-13 12:56:56.400725+00,admin_nexus,admin_dashboard,,,91,https://ftswzvqwxdwgkvfbwfpx.supabase.co/storage/v1/object/public/iebc_contributions/office-contributions/temp_1773321472136_hh7q3933ghk-79hve6emdmy.webp,,,,,,,,,,,,false,,
48,MARSABIT,48,LAISAMIS,LAISAMIS,DCC Office Laisamis,DCC Office,,Laisamis,,,,Building,,"[""DCC Office Laisamis opposite DCC Office, LAISAMIS, MARSABIT, Kenya"", ""DCC Office, LAISAMIS, MARSABIT, Kenya"", ""IEBC LAISAMIS office, MARSABIT, Kenya"", ""DCC Office Laisamis, LAISAMIS, MARSABIT, Kenya"", ""LAISAMIS IEBC office, MARSABIT County, Kenya"", ""LAISAMIS Town, MARSABIT, Kenya""]","DCC Office, LAISAMIS, MARSABIT, Kenya",1.5932,37.80595,enhanced_constituency_center_offset,0.366666666666667,500,"Camp Joshua,C77,Marsabit,East Kenya","DCC Office, LAISAMIS, MARSABIT, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LAISAMIS to LAISAMIS (Score 100).,single_source,0.366666666666667,0101000020E6100000091B9E5E29E7424092CB7F48BF7DF93F,2026-02-27 00:01:44.850861+00,2026-03-12 17:11:11.545123+00,,,,,,,36,,,,,,,,,,,Dcc Office,PDF,moderate,false,,0.366666666666667
21,LAMU,21,LAMU EAST,LAMU EAST,Batuli Mudh-hir Haji Building - Faza,"Post Office, Faza",,Faza,at,"Post Office, Faza",,office,,"[""LAMU EAST IEBC office LAMU county Kenya"", ""Batuli Mudh-hir Haji Building - Faza, LAMU EAST, LAMU County, Kenya"", ""Batuli Mudh-hir Haji Building - Faza near Post Office, Faza, LAMU County, Kenya""]",LAMU EAST IEBC office LAMU county Kenya,-2.2708,40.9022,multi_source_crossvalidated,0.82,500,County Fisheries Office,LAMU EAST IEBC office LAMU county Kenya,3,resolved,multi_source_v8_ham,true,Consensus from 1 sources: geocode_xyz_ward_validated. Spread: 0.00km,cross_validated,0.84,0101000020E6100000C139234A7B734440ED0DBE30992A02C0,2026-02-27 00:01:39.009237+00,2026-03-13 02:19:07.52123+00,,,,,,,82,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,"Post Office, Faza",PDF,moderate,true,2026-03-13 02:11:28.571185+00,0.82
22,LAMU,22,LAMU WEST,LAMU WEST,Ministry of Housing Office Building - Mokowe,Public Works Office,100,Mokowe,off,Public Works Office,,office,,"[""LAMU WEST IEBC office LAMU county Kenya"", ""Ministry of Housing Office Building - Mokowe, LAMU WEST, LAMU County, Kenya"", ""Ministry of Housing Office Building - Mokowe Public Works Office, LAMU County, Kenya"", ""Public Works Office, LAMU WEST, LAMU County, Kenya"", ""Ministry of Housing  Building - Mokowe, LAMU County, Kenya"", ""LAMU WEST Town, LAMU County, Kenya""]","Ministry of Housing  Building - Mokowe, LAMU County, Kenya",-2.2678,40.6328,multi_source_crossvalidated_v8,0.78,500,Mokowe,"Ministry of Housing  Building - Mokowe, LAMU County, Kenya",6,resolved,multi_source_v8_ham,true,Consensus from 3 sources: geocode_xyz. Spread: 0.00km,multi_source_consensus,0.78,0101000020E610000054742497FF5044404DF38E53742402C0,2026-02-26 23:47:26.899409+00,2026-03-13 02:19:07.708633+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Public Works Office,PDF,moderate,true,2026-03-12 19:08:14.986656+00,0.78
277,NAIROBI,277,LANGATA,LANGATA,Langata Subcounty Headquarters Five Star,Five Star Road,2000,Langata,at,Five Star Road,,Building,,"[""LANGATA IEBC office NAIROBI county Kenya"", ""Langata Subcounty Headquarters Five Star, LANGATA, NAIROBI County, Kenya"", ""Langata Subcounty Headquarters Five Star near Five Star Road, NAIROBI County, Kenya"", ""Langata Subcounty Headquarters Five Star at Five Star Road, NAIROBI County, Kenya"", ""Five Star Road, LANGATA, NAIROBI County, Kenya"", ""Langata Subcounty Headquarters Five Star, NAIROBI County, Kenya"", ""LANGATA Town, NAIROBI County, Kenya""]","Langata Subcounty Headquarters Five Star at Five Star Road, NAIROBI County, Kenya",-1.3474,36.7358,multi_source_crossvalidated_v8,0.78,500,Langata,"Langata Subcounty Headquarters Five Star at Five Star Road, NAIROBI County, Kenya",7,resolved,multi_source_v8_ham,true,Consensus from 3 sources: geocode_xyz. Spread: 0.00km,multi_source_consensus,0.78,0101000020E6100000CA32C4B12E5E42401E166A4DF38EF5BF,2026-02-26 23:54:15.593843+00,2026-03-13 02:19:09.625483+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Five Star Road,PDF,moderate,true,2026-03-12 23:05:33.483774+00,0.78
122,KIAMBU,122,LARI,LARI,"Along Nairobi - Nakuru Highway, Within Ki-",Kimende Town,,"Along Nairobi - Nakuru Highway, Within Ki-",along,,,Building,,"[""Along Nairobi - Nakuru Highway, Within Ki- opposite Kimende Town, LARI, KIAMBU, Kenya"", ""Kimende Town, LARI, KIAMBU, Kenya"", ""IEBC LARI office, KIAMBU, Kenya"", ""Along Nairobi - Nakuru Highway, Within Ki-, LARI, KIAMBU, Kenya"", ""LARI IEBC office, KIAMBU County, Kenya"", ""LARI Town, KIAMBU, Kenya""]",,-1.0916,36.6236,multi_source_consensus,0.6,500,"Lari, Kiambu, Central, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LARI to LARI (Score 100).,,,0101000020E61000008FE4F21FD24F42408104C58F3177F1BF,2026-02-27 00:02:09.680289+00,2026-03-12 20:15:24.381026+00,,,,,,,,,,,,,,,,,,Kimende Town,PDF,moderate,true,2026-03-12 02:26:45.131966+00,0.78
5,MOMBASA,5,LIKONI,LIKONI,Shika Adabu,Shika Adabu Chiefs Office,10,Shika Adabu,,,,Building,,"[""Shika Adabu opposite Shika Adabu Chiefs Office, LIKONI, MOMBASA, Kenya"", ""Shika Adabu Chiefs Office, LIKONI, MOMBASA, Kenya"", ""IEBC LIKONI office, MOMBASA, Kenya"", ""Shika Adabu, LIKONI, MOMBASA, Kenya"", ""LIKONI IEBC office, MOMBASA County, Kenya"", ""LIKONI Town, MOMBASA, Kenya""]",,-4.0777,39.6633,constituency_center_offset,0.4,500,"Likoni Constituency Center, Mombasa",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LIKONI to LIKONI (Score 100).,,,0101000020E6100000E9B7AF03E7D44340C898BB96904F10C0,2026-02-26 23:47:03.301252+00,2026-03-12 18:55:53.510646+00,,,,,,,,,,,,,,,,,,Shika Adabu Chiefs Office,PDF,moderate,false,,
200,KAKAMEGA,200,LIKUYANI,LIKUYANI,At PAG Kongoni Church Compound,Next to Likuyani Sub-County Offices,50,At PAG Kongoni Church Compound,,,,Building,,"[""At PAG Kongoni Church Compound opposite Next to Likuyani Sub-County Offices, LIKUYANI, KAKAMEGA, Kenya"", ""Next to Likuyani Sub-County Offices, LIKUYANI, KAKAMEGA, Kenya"", ""IEBC LIKUYANI office, KAKAMEGA, Kenya"", ""At PAG Kongoni Church Compound, LIKUYANI, KAKAMEGA, Kenya"", ""LIKUYANI IEBC office, KAKAMEGA County, Kenya"", ""LIKUYANI Town, KAKAMEGA, Kenya""]",,0.27173,34.77254,multi_source_consensus,0.61925854683,500,"Likuyani, Western",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LIKUYANI to LIKUYANI (Score 100).,,,0101000020E6100000096D3997E2624140A4E4D5390664D13F,2026-02-26 23:52:04.629758+00,2026-03-12 19:11:17.354967+00,,,,,,,,,,,,,,,,,,Next To Likuyani Sub-County Offices,PDF,moderate,true,2026-03-12 02:38:03.102682+00,0.78
121,KIAMBU,121,LIMURU,LIMURU,Directorate Of Public Works-Limuru,Limuru Law Courts,200,Directorate Of Public Works-Limuru,,,,Building,,"[""Directorate Of Public Works-Limuru opposite Limuru Law Courts, LIMURU, KIAMBU, Kenya"", ""Limuru Law Courts, LIMURU, KIAMBU, Kenya"", ""IEBC LIMURU office, KIAMBU, Kenya"", ""Directorate Of Public Works-Limuru, LIMURU, KIAMBU, Kenya"", ""LIMURU IEBC office, KIAMBU County, Kenya"", ""LIMURU Town, KIAMBU, Kenya""]",,-1.1062,36.6419,tomtom,0.61994285583,500,"Limuru, Central",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LIMURU to LIMURU (Score 100).,,,0101000020E6100000B5A679C729524240FB5C6DC5FEB2F1BF,2026-02-27 00:02:08.314236+00,2026-03-12 19:53:46.021617+00,,,,,,,,,,,,,,,,,,Limuru Law Courts,PDF,moderate,false,,
126,TURKANA,126,LOIMA,LOIMA,DCC's Compound Lorgum,DCC's Office,10,'s Compound Lorgum,,,,Building,,"[""DCC's Compound Lorgum opposite DCC's Office, LOIMA, TURKANA, Kenya"", ""DCC's Office, LOIMA, TURKANA, Kenya"", ""IEBC LOIMA office, TURKANA, Kenya"", ""DCC's Compound Lorgum, LOIMA, TURKANA, Kenya"", ""LOIMA IEBC office, TURKANA County, Kenya"", ""LOIMA Town, TURKANA, Kenya""]","DCC's Office, LOIMA, TURKANA, Kenya",2.9167,35.3167,provider_refined:locationiq,0.425,500,"Ministry of Lands,Physical Plann,Kapenguria-Lodwar Road,Turkana,Kenya","DCC's Office, LOIMA, TURKANA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LOIMA to LOIMA (Score 100).,single_source,0.425,0101000020E6100000545227A089A8414013F241CF66550740,2026-02-26 23:49:57.421063+00,2026-03-12 18:13:39.937986+00,,,,,,,42,,,,,,,,,,,Dcc'S Office,PDF,moderate,false,,0.425
214,VIHIGA,214,LUANDA,LUANDA,Luanda Centre,Bunyore Girls High School,800,Luanda,,,,Building,,"[""Luanda Centre opposite Bunyore Girls High School, LUANDA, VIHIGA, Kenya"", ""Bunyore Girls High School, LUANDA, VIHIGA, Kenya"", ""IEBC LUANDA office, VIHIGA, Kenya"", ""Luanda Centre, LUANDA, VIHIGA, Kenya"", ""LUANDA IEBC office, VIHIGA County, Kenya"", ""LUANDA Town, VIHIGA, Kenya""]",,-0.486665,34.28155,provider_refined:locationiq,0.6,500,"from luanda, Vihiga, Western, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LUANDA to LUANDA (Score 100).,,,0101000020E61000002B1895D409244140DAE6C6F48425DFBF,2026-02-26 23:52:23.178991+00,2026-03-12 19:39:22.145408+00,,,,,,,,,,,,,,,,,,Bunyore Girls High School,PDF,moderate,false,,
199,KAKAMEGA,199,LUGARI,LUGARI,Lumakanda Centre,Lumakanda PAG Church,95,Lumakanda,,,,Building,,"[""Lumakanda Centre opposite Lumakanda PAG Church, LUGARI, KAKAMEGA, Kenya"", ""Lumakanda PAG Church, LUGARI, KAKAMEGA, Kenya"", ""IEBC LUGARI office, KAKAMEGA, Kenya"", ""Lumakanda Centre, LUGARI, KAKAMEGA, Kenya"", ""LUGARI IEBC office, KAKAMEGA County, Kenya"", ""LUGARI Town, KAKAMEGA, Kenya""]","Lumakanda Centre near Lumakanda PAG Church, LUGARI, KAKAMEGA, Kenya",0.3964,34.9136,county_center,0.333333333333333,500,"Sub Centre, Yapadinne,Near Church, Yapadinne,Ieej,Jogulamba Gadwal,Telangana,509127,India","Lumakanda Centre near Lumakanda PAG Church, LUGARI, KAKAMEGA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LUGARI to LUGARI (Score 100).,single_source,0.333333333333333,0101000020E610000014D044D8F0744140029A081B9E5ED93F,2026-02-26 23:52:03.189729+00,2026-03-12 17:28:30.444562+00,,,,,,,33,,,,,,,,,,,Lumakanda Pag Church,PDF,moderate,false,,0.333333333333333
8,KWALE,8,LUNGA LUNGA,LUNGA LUNGA,Mbuyuni Area Next to Rafiki Yetu Building,Mnarani Communication Mast,100,Mbuyuni Area Rafiki Yetu,next to,,,Building,,"[""Mbuyuni Area Next to Rafiki Yetu Building opposite Mnarani Communication Mast, LUNGA LUNGA, KWALE, Kenya"", ""Mnarani Communication Mast, LUNGA LUNGA, KWALE, Kenya"", ""IEBC LUNGA LUNGA office, KWALE, Kenya"", ""Mbuyuni Area Next to Rafiki Yetu Building, LUNGA LUNGA, KWALE, Kenya"", ""LUNGA LUNGA IEBC office, KWALE County, Kenya"", ""LUNGA LUNGA Town, KWALE, Kenya""]",,-4.47228,39.19269,multi_source_consensus,0.6,500,Kenya,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LUNGA LUNGA to LUNGALUNGA (Score 95).,,,0101000020E61000001422E010AA98434032384A5E9DE311C0,2026-02-26 23:47:07.758171+00,2026-03-12 18:37:38.847953+00,,,,,,,,,,,,,,,,,,Mnarani Communication Mast,PDF,moderate,true,2026-03-12 02:10:30.6325+00,0.78
202,KAKAMEGA,202,LURAMBI,LURAMBI,Post Office,Huduma Centre,20,Post,,,,Building,,"[""Post Office opposite Huduma Centre, LURAMBI, KAKAMEGA, Kenya"", ""Huduma Centre, LURAMBI, KAKAMEGA, Kenya"", ""IEBC LURAMBI office, KAKAMEGA, Kenya"", ""Post Office, LURAMBI, KAKAMEGA, Kenya"", ""LURAMBI IEBC office, KAKAMEGA County, Kenya"", ""LURAMBI Town, KAKAMEGA, Kenya""]",,0.2833,34.7567,county_center_offset,0.3,500,Kakamega County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched LURAMBI to LURAMBI (Score 100).,,,0101000020E61000000D71AC8BDB604140363CBD529621D23F,2026-02-26 23:52:07.678671+00,2026-03-12 19:18:49.587117+00,,,,,,,,,,,,,,,,,,Huduma Centre,PDF,moderate,false,,
60,THARAKA - NITHI,60,MAARA,MAARA,"DCC Compound, Kienganguru",DCC Compound,100,"Compound, Kienganguru",,,,Building,,"[""DCC Compound, Kienganguru opposite DCC Compound, MAARA, THARAKA - NITHI, Kenya"", ""DCC Compound, MAARA, THARAKA - NITHI, Kenya"", ""IEBC MAARA office, THARAKA - NITHI, Kenya"", ""DCC Compound, Kienganguru, MAARA, THARAKA - NITHI, Kenya"", ""MAARA IEBC office, THARAKA - NITHI County, Kenya"", ""MAARA Town, THARAKA - NITHI, Kenya""]",,-0.235587835423774,37.6319914270268,provider_refined:locationiq,0.6,500,"Maara, Mwimbi, Tharaka-Nithi, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched MAARA to MAARA (Score 100).,,,0101000020E61000005E375718E5D0424048823D00BE27CEBF,2026-02-27 00:01:49.604311+00,2026-03-12 18:45:13.24766+00,,,,,,,,,,,,,,,,,,Dcc Compound,PDF,moderate,false,,
81,MACHAKOS,81,MACHAKOS TOWN,MACHAKOS TOWN,"IEBC County Offices compound,behind",Mwatu wa Ngoma Street,,"County Offices compound,",behind,Mwatu wa Ngoma Street,,Building,,"[""MACHAKOS TOWN IEBC office MACHAKOS county Kenya"", ""IEBC County Offices compound,behind, MACHAKOS TOWN, MACHAKOS County, Kenya"", ""IEBC County Offices compound,behind Mwatu wa Ngoma Street, MACHAKOS County, Kenya"", ""Mwatu wa Ngoma Street, MACHAKOS TOWN, MACHAKOS County, Kenya"", ""County Offices compound,behind, MACHAKOS County, Kenya"", ""MACHAKOS TOWN Town, MACHAKOS County, Kenya""]","MACHAKOS TOWN Town, MACHAKOS County, Kenya",-1.51851925,37.26785205,multi_source_crossvalidated_v8,0.475022926413367,500,"Kenya Medical Training College, Machakos-Kitui Road, Machakos, Machakos Town, Machakos, Kenya","MACHAKOS TOWN Town, MACHAKOS County, Kenya",6,verified_accurate,multi_source_v8_ham,true,GOHAM Atomic Sync. Matched MACHAKOS TOWN to MACHAKOS TOWN (Score 100).,single_source,0.336030568551156,0101000020E61000005275D9F948A242400D8B51D7DA4BF8BF,2026-02-27 00:01:55.947939+00,2026-03-12 20:29:26.524426+00,,,,,,,47,,,,,,,,,,,Mwatu Wa Ngoma Street,API,moderate,false,,0.475022926413367
